"drug_name","drugid","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"hydrocortisone succinate","DB00741","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Rheumatic Heart Disease","C0035439",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Simple Pulmonary Eosinophilia","C0242459",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Sarcoidosis","C0036202",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Trichinellosis","C0040896",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Post traumatic osteoarthritis","C2894027",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Multiple Sclerosis","C0026769",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Bursitis","C0006444",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Crohn Disease","C0010346",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Pemphigus","C0030807",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Gingivostomatitis","C0149704",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Streptococcal tonsillitis","C0275804",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Syphilis, tertiary","C0153188",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Pharyngitis","C0031350",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Group A Streptococcal Infections","C0554628",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Diphtheria","C0012546",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Syphilis, secondary","C0149985",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Acute otitis media","C0271429",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Streptococcal Infections","C0038395",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Streptococcal pneumonia","C0155862",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Fusospirochetal pharyngitis","C1318559",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Syphilis, Latent","C0039133",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Scarlet Fever","C0036285",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Neurosyphilis","C0027927",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Bejel","C0004945",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Bacterial Endocarditis","C0014121",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Primary genital syphilis","C0017418",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Rat-Bite Fever","C0034686",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Anthrax disease","C0003175",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Infection due to Erysipelothrix rhusiopathiae (disorder)","C1276801",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Syphilis, Congenital","C0039131",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Pinta","C0031946",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Yaws","C0043388",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Erysipelas","C0014733",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Syphilis","C0039128",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB09320","Staphylococcus aureus infection","C1318973",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Gingivostomatitis","C0149704",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Streptococcal tonsillitis","C0275804",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Syphilis, tertiary","C0153188",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Pharyngitis","C0031350",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Group A Streptococcal Infections","C0554628",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Diphtheria","C0012546",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Syphilis, secondary","C0149985",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Acute otitis media","C0271429",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Streptococcal Infections","C0038395",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Streptococcal pneumonia","C0155862",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Fusospirochetal pharyngitis","C1318559",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Syphilis, Latent","C0039133",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Scarlet Fever","C0036285",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Neurosyphilis","C0027927",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Bejel","C0004945",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Bacterial Endocarditis","C0014121",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Primary genital syphilis","C0017418",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Rat-Bite Fever","C0034686",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Anthrax disease","C0003175",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Infection due to Erysipelothrix rhusiopathiae (disorder)","C1276801",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Syphilis, Congenital","C0039131",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Pinta","C0031946",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Yaws","C0043388",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Erysipelas","C0014733",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Syphilis","C0039128",NA,"Approved",NA,NA
"procaine benzylpenicillin","DB01053","Staphylococcus aureus infection","C1318973",NA,"Approved",NA,NA
"esketamine","DB11823","Depressive disorder","C0011581",NA,"Approved",NA,NA
"fosaprepitant","DB06717","Chemotherapy-induced nausea and vomiting","C0401160",NA,"Approved",NA,NA
"fosaprepitant","DB00673","Chemotherapy-induced nausea and vomiting","C0401160",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Exanthema","C0015230",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Dry skin","C0151908",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Pruritus","C0033774",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"ammonium lactate","DB06768","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"sodium citrate","DB09154","Common Cold","C0009443",NA,"Approved",NA,NA
"sodium citrate","DB09154","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"sodium citrate","DB09154","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"sodium citrate","DB09154","Dyspepsia","C0013395",NA,"Approved",NA,NA
"sodium citrate","DB09154","Coughing","C0010200",NA,"Approved",NA,NA
"sodium citrate","DB09154","Rhinitis","C0035455",NA,"Approved",NA,NA
"sodium citrate","DB09154","Heartburn","C0018834",NA,"Approved",NA,NA
"sodium citrate","DB09154","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"sodium citrate","DB09154","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"calcium citrate","DB11093","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium citrate","DB11093","Osteoporosis","C0029456",NA,"Approved",NA,NA
"calcium citrate","DB11093","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"carfilzomib","DB08889","Multiple Myeloma","C0026764",NA,"Approved",NA,NA
"carfilzomib","DB08889","Relapse multiple myeloma","C2349261",NA,"Approved",NA,NA
"aclidinium bromide","DB08897","Chronic Obstructive Airway Disease","C0024117",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Exanthema","C0015230",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"diflorasone diacetate","DB00223","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"sodium polystyrene sulfonate","DB01344","Hyperkalemia","C0020461",NA,"Approved",NA,NA
"butobarbital","DB01353","Sleeplessness","C0917801",NA,"Approved",NA,NA
"butobarbital","DB01353","Severe anxiety (panic)","C0231403",NA,"Approved",NA,NA
"ferrous gluconate","DB09517","Iron deficiency anemia","C0162316",NA,"Approved",NA,NA
"ferrous gluconate","DB09517","Anemia of prematurity","C0158996",NA,"Approved",NA,NA
"ferrous gluconate","DB14488","Iron deficiency anemia","C0162316",NA,"Approved",NA,NA
"ferrous gluconate","DB14488","Anemia of prematurity","C0158996",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Exanthema","C0015230",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"alclometasone dipropionate","DB00240","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"aluminium chlorohydrate","DB11573","Hyperhidrosis disorder","C0020458",NA,"Approved",NA,NA
"haloperidol decanoate","DB00502","Chronic schizophrenia","C0221765",NA,"Approved",NA,NA
"estradiol acetate","DB13952","Atrophic Vaginitis","C0221392",NA,"Approved",NA,NA
"estradiol acetate","DB00783","Atrophic Vaginitis","C0221392",NA,"Approved",NA,NA
"paliperidone palmitate","DB01267","Schizophrenia","C0036341",NA,"Approved",NA,NA
"butoconazole","DB00639","Candidiasis, Vulvovaginal","C0700345",NA,"Approved",NA,NA
"armodafinil","DB06413","Narcolepsy","C0027404",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Hypertriglyceridemia","C0020557",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Hyperlipidemia, Familial Combined","C0020474",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Familial hypercholesterolemia - heterozygous","C0342882",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Hyperlipidemia","C0020473",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"choline fenofibrate","DB13873","Hypoalphalipoproteinemias","C0473527",NA,"Approved",NA,NA
"halcinonide","DB06786","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"halcinonide","DB06786","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"halcinonide","DB06786","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"halcinonide","DB06786","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"halcinonide","DB06786","Exanthema","C0015230",NA,"Approved",NA,NA
"halcinonide","DB06786","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"halcinonide","DB06786","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"halcinonide","DB06786","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"halcinonide","DB06786","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"halcinonide","DB06786","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"halcinonide","DB06786","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"halcinonide","DB06786","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Back Pain","C0004604",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Fever","C0015967",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Pain","C0030193",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Dysmenorrhea","C0013390",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Synovitis","C0039103",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Arthralgia","C0003862",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Bursitis","C0006444",NA,"Approved",NA,NA
"magnesium salicylate","DB01397","Headache Disorders","C0393735",NA,"Approved",NA,NA
"lithium citrate","DB14507","Bipolar Disorder","C0005586",NA,"Approved",NA,NA
"lithium citrate","DB14507","Bipolar affective disorder, current episode manic","C0338873",NA,"Approved",NA,NA
"lithium citrate","DB14507","Bipolar disorder in remission","C0270425",NA,"Approved",NA,NA
"magnesium silicate","DB09281","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium silicate","DB09281","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"magnesium silicate","DB09281","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"magnesium silicate","DB09281","Heartburn","C0018834",NA,"Approved",NA,NA
"magnesium silicate","DB13249","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium silicate","DB13249","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"magnesium silicate","DB13249","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"magnesium silicate","DB13249","Heartburn","C0018834",NA,"Approved",NA,NA
"teriparatide","DB06285","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"magnesium gluconate","DB13749","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium gluconate","DB13749","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium gluconate","DB13749","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"magnesium gluconate","DB13749","Constipation","C0009806",NA,"Approved",NA,NA
"tetracosactide","DB01284","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"magnesium aspartate","DB13359","Hypokalemia","C0020621",NA,"Approved",NA,NA
"magnesium aspartate","DB13359","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium aspartate","DB13359","Constipation","C0009806",NA,"Approved",NA,NA
"magnesium aspartate","DB13359","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"magnesium aspartate","DB13359","Dyspepsia","C0013395",NA,"Approved",NA,NA
"potassium citrate","DB09125","Hypokalemia","C0020621",NA,"Approved",NA,NA
"potassium citrate","DB09125","Calcium renal calculus","C1959799",NA,"Approved",NA,NA
"potassium citrate","DB09125","Renal tubular acidosis","C0001126",NA,"Approved",NA,NA
"potassium citrate","DB09125","Uric acid renal calculus","C0558595",NA,"Approved",NA,NA
"potassium hydrogencarbonate","DB11098","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"potassium hydrogencarbonate","DB11098","Hypokalemia","C0020621",NA,"Approved",NA,NA
"potassium hydrogencarbonate","DB11098","Heartburn","C0018834",NA,"Approved",NA,NA
"potassium hydrogencarbonate","DB11098","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"potassium hydrogencarbonate","DB11098","Dyspepsia","C0013395",NA,"Approved",NA,NA
"quinine","DB00468","Malaria, Falciparum","C0024535",NA,"Approved",NA,NA
"potassium gluconate","DB13620","Hypokalemia","C0020621",NA,"Approved",NA,NA
"ferric citrate","DB14520","Hyperphosphatemia (disorder)","C0085681",NA,"Approved",NA,NA
"butorphanol","DB00611","Pain","C0030193",NA,"Approved",NA,NA
"butorphanol","DB00611","Labor Pain","C0474368",NA,"Approved",NA,NA
"flumetasone","DB00663","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"flumetasone","DB00663","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"flumetasone","DB00663","Lupus Erythematosus, Discoid","C0024138",NA,"Approved",NA,NA
"flumetasone","DB00663","Pruritus of genital organs","C0033777",NA,"Approved",NA,NA
"flumetasone","DB00663","Exanthema","C0015230",NA,"Approved",NA,NA
"flumetasone","DB00663","Lymphoma, T-Cell, Cutaneous","C0079773",NA,"Approved",NA,NA
"flumetasone","DB00663","Granuloma Annulare","C0085074",NA,"Approved",NA,NA
"flumetasone","DB00663","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"flumetasone","DB00663","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"flumetasone","DB00663","Lichen Simplex Chronicus","C0149922",NA,"Approved",NA,NA
"flumetasone","DB00663","Pruritus Ani","C0033775",NA,"Approved",NA,NA
"flumetasone","DB00663","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"butriptyline","DB09016","Depressive disorder","C0011581",NA,"Approved",NA,NA
"fluticasone furoate","DB08906","Asthma","C0004096",NA,"Approved",NA,NA
"fluticasone furoate","DB08906","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"fluticasone furoate","DB13867","Asthma","C0004096",NA,"Approved",NA,NA
"fluticasone furoate","DB13867","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"gepirone","DB12184","Major Depressive Disorder","C1269683",NA,"Approved",NA,NA
"hematin","DB13387","Megaloblastic anemia due to folate deficiency","C0151482",NA,"Approved",NA,NA
"hematin","DB13387","Iron deficiency anemia","C0162316",NA,"Approved",NA,NA
"sodium oxybate","DB09072","Narcolepsy-Cataplexy Syndrome","C0751362",NA,"Approved",NA,NA
"sodium oxybate","DB09072","Narcolepsy","C0027404",NA,"Approved",NA,NA
"scopolamine butylbromide","DB09300","Gastric spasm (disorder)","C0581358",NA,"Approved",NA,NA
"levomethadone","DB13515","Opiate Addiction","C0524662",NA,"Approved",NA,NA
"magnesium lactate","DB14515","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium lactate","DB14515","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium lactate","DB14515","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"magnesium lactate","DB14515","Constipation","C0009806",NA,"Approved",NA,NA
